fire,cso,poidse1,poidse2,poidse3,csa,v_wac,class_1,class_2,class_3,fire_bb,year
,4L,1,,,,,Lande,Missing,Lande,1,2018
1,6A,1,1,,6A,,Other,Other,Missing,1,2018
1,3,1,,,,,Opened,Missing,Lande,1,2018
,1,1,,,,,closed,Missing,closed,1,2018
,1,1,,,,,closed,Missing,Opened,,2018
,1,1,,,,,closed,Missing,closed,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Lande,,2018
,7,1,1,,7,,Other,Other,Lande,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,1,2018
,6A,1,1,,6A,,Other,Other,Missing,1,2018
,4L,1,,,,,Lande,Missing,Lande,1,2018
,3,1,5.01960802078247,1,1,9.3956333200428,Opened,closed,Opened,1,2018
,1,1,,,,,closed,Missing,closed,1,2018
,3,1,5.01960802078247,1,3,,Opened,Opened,Lande,1,2018
,3,1,,,,,Opened,Missing,Opened,1,2018
,6A,1,1,,6A,,Other,Other,Missing,1,2018
1,4L,1,,,,,Lande,Missing,Lande,1,2018
,1,1,5.01960802078247,1,1,21.4175097076951,closed,closed,closed,1,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,3,1,5.01960802078247,,4L,,Opened,Opened,Lande,,2018
,7,1,1,,7,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,4L,1,,,,,Lande,Missing,Lande,1,2018
1,4L,1,,,,,Lande,Missing,Lande,1,2018
1,3,1,,,,,Opened,Missing,Opened,1,2018
,6A,1,1,,6A,,Other,Other,Missing,1,2018
,3,1,,,,,Opened,Missing,Lande,1,2018
,3,1,2.50980401039124,,4L,,Opened,Opened,Opened,1,2018
,3,1,,,,,Opened,Missing,Lande,1,2018
,6A,1,1,,6A,,Other,Other,Missing,1,2018
,4L,1,,,,,Lande,Missing,Lande,1,2018
,3,1,,,,,Opened,Missing,Lande,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,9,1,1,,9,,Other,Other,Missing,1,2018
,6A,1,1,,6A,,Other,Other,Lande,1,2018
,6A,1,1,,6A,,Other,Other,Missing,1,2018
1,1,1,2.50980401039124,1,1,30.494853139884,closed,closed,closed,1,2018
,9,1,1,,9,,Other,Other,Missing,1,2018
,6A,1,1,,6A,,Other,Other,Lande,1,2018
,1,1,,,,,closed,Missing,closed,1,2018
,3,1,5.01960802078247,,6A,,Opened,Opened,Opened,1,2018
,3,1,,,,,Opened,Missing,Lande,1,2018
,6A,1,1,,6A,,Other,Other,Lande,,2018
,1,1,,,,,closed,Missing,closed,,2018
,9,1,1,,9,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,4L,1,,,,,Lande,Missing,Lande,1,2018
,9,1,1,,9,,Other,Other,Missing,1,2018
,9,1,1,,9,,Other,Other,Missing,1,2018
,6A,1,1,,6A,,Other,Other,Missing,1,2018
,6A,1,1,,6A,,Other,Other,Missing,1,2018
,1,1,,,,,closed,Missing,closed,1,2018
,3,1,,,,,Opened,Missing,Lande,1,2018
,3,1,,,,,Opened,Missing,Lande,,2018
,3,1,,,,,Opened,Missing,Lande,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,1,1,,,,,closed,Missing,closed,,2018
,7,1,1,,7,,Other,Other,Missing,,2018
,3,1,,,,,Opened,Missing,closed,,2018
,4L,1,,,,,Lande,Missing,Lande,,2018
,4L,1,,,,,Lande,Missing,Lande,,2018
,9,1,1,,9,,Other,Other,Missing,,2018
,9,1,1,,9,,Other,Other,Missing,1,2018
,9,1,1,,9,,Other,Other,Missing,1,2018
,4L,1,,,,,Lande,Missing,Opened,1,2018
,7,1,1,,7,,Other,Other,Missing,1,2018
,6A,1,,,,,Other,Missing,Missing,1,2018
,6A,1,,,,,Other,Missing,Missing,,2018
,4L,1,,,,,Lande,Missing,Lande,,2018
,4L,1,,,,,Lande,Missing,closed,,2018
,3,1,,,,,Opened,Missing,Opened,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,7,1,1,,7,,Other,Other,Missing,,2018
,9,1,1,,9,,Other,Other,Missing,,2018
,9,1,1,,9,,Other,Other,Missing,,2018
,9,1,1,,9,,Other,Other,Missing,,2018
,7,1,1,,7,,Other,Other,Missing,,2018
,9,1,1,,9,,Other,Other,Missing,1,2018
,9,1,1,,9,,Other,Other,Missing,1,2018
,9,1,1,,9,,Other,Other,Missing,,2018
,1,1,1,,1,,closed,closed,closed,,2018
,1,1,,,,,closed,Missing,closed,,2018
,3,1,1,,3,,Opened,Opened,Missing,,2018
,3,1,5.01960802078247,1,1,13.4554433226492,Opened,closed,Lande,,2018
,7,1,1,,7,,Other,Other,Missing,,2018
,4L,1,8,,4L,,Lande,Lande,Lande,,2018
,9,1,1,,9,,Other,Other,Missing,,2018
,9,1,1,,9,,Other,Other,Missing,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,1,1,5.01960802078247,,4L,,closed,Other,closed,,2018
,6A,1,1,,6A,,Other,Other,Missing,,2018
,3,1,5.01960802078247,,4L,,Opened,Opened,Opened,,2018
,1,1,,,,,closed,Missing,Opened,,2018
,4L,1,,,,,Lande,Missing,Opened,,2018
,1,1,,,,,closed,Missing,closed,,2018
,6H,1,1,,6H,,Other,Other,Lande,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,,,,,Other,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,9,1,1,,9,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,7,1,,,,,Other,Missing,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6H,1,1,,6H,,Other,Other,Lande,,2019
,3,1,,,,,Opened,Missing,Opened,,2019
,1,1,4.8301887512207,,1,,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Opened,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,4.8301887512207,1,1,221.9867,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6H,1,8,,6H,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,4L,1,8,,4L,,Lande,Lande,Lande,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,3,1,,,,,Opened,Missing,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6H,1,1,,6H,,Other,Other,Lande,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,2.41509437561035,1,1,245.2836,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,,9,,closed,Other,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,4.8301887512207,1,3,1.460464,closed,Other,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,95.52715,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,3,1,,,,,Opened,Missing,Opened,,2019
,1,1,,,,,closed,Missing,Opened,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,9.80891,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Lande,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,,6A,,closed,Other,closed,,2019
,3,1,,,,,Opened,Missing,Opened,,2019
,6H,1,1,,6H,,Other,Other,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,35.18939,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,92.29754,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,1,1,1,,1,,closed,closed,Lande,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,Opened,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,7,1,1,,7,,Other,Other,closed,,2019
,6H,1,1,,6H,,Other,Other,Lande,,2019
,1,1,4.8301887512207,1,1,,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,52.01365,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,1,,1,,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,78.4333,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,1,1,4.8301887512207,,1,,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,4.8301887512207,,6H,,closed,Other,Opened,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,298.9137,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,3,1,4.8301887512207,1,3,13.42938,Opened,Opened,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,4L,1,,,,,Lande,Missing,Opened,,2019
,3,1,2.41509437561035,,4L,,Opened,Opened,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,2.41509437561035,1,1,58.39528,closed,closed,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,4L,1,,,,,Lande,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,3,1,,,,,Opened,Missing,closed,,2019
,3,1,,,,,Opened,Missing,Opened,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,27.80083,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,Opened,,2019
,1,1,,,,,closed,Missing,closed,,2019
,3,1,4.8301887512207,,6H,,Opened,Opened,Lande,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,1,1,4.8301887512207,,1,,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,454.5643,closed,closed,closed,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,2.41509437561035,,6A,,closed,Other,Lande,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,1,1,2.41509437561035,1,1,175.3218,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,3,1,,,,,Opened,Missing,Opened,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,103.0018,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,1,,1,,closed,closed,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,135.98,closed,closed,closed,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,1,1,4.8301887512207,1,1,10.70496,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,1.85443,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,3,1,,,,,Opened,Missing,Opened,,2019
,1,1,4.8301887512207,1,3,30.73102,closed,Other,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,12.53586,closed,closed,closed,,2019
,3,1,,,,,Opened,Missing,Lande,,2019
,1,1,4.8301887512207,1,1,253.8334,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,210.0875,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,143.646,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,,1,,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,7,1,1,,7,,Other,Other,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6H,1,1,,6H,,Other,Other,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,6A,1,8,,6A,,Other,Other,Missing,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,3,1,4.8301887512207,1,3,14.89929,Opened,Opened,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Opened,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Lande,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,,1,,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,Opened,,2019
,1,1,4.8301887512207,1,1,40.96405,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6H,1,1,,6H,,Other,Other,Lande,,2019
,3,1,,,,,Opened,Missing,Opened,,2019
,1,1,4.8301887512207,1,1,312.1447,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,608.7481,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Lande,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,4L,1,,,,,Lande,Missing,Lande,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,1,1,,,,,closed,Missing,Opened,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,1,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,4L,1,4,,4L,,Lande,Lande,Opened,,2019
,3,1,,,,,Opened,Missing,Opened,,2019
,1,1,4.8301887512207,1,1,9.583253,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,Opened,,2019
,1,1,4.8301887512207,1,1,147.9812,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,6A,1,,,,,Other,Missing,Missing,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,204.6526,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,4.8301887512207,1,1,90.29706,closed,closed,closed,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,6A,1,1,,6A,,Other,Other,Missing,,2019
,7,1,1,,7,,Other,Other,Missing,,2019
,8,1,1,,8,,Other,Other,Lande,1,2019
,1,1,,,,,closed,Missing,closed,1,2019
,6A,1,1,,6A,,Other,Other,Missing,1,2019
,1,1,2.41509437561035,1,1,19.84832,closed,closed,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
,1,1,,,,,closed,Missing,closed,,2019
